,_id,count,display_url,"function (description, open = """", blocking = TRUE, encoding = getOption(""encoding""), method = getOption(""url.method"", ""default"")) 
{
    method <- match.arg(method, c(""default"", ""internal"", ""libcurl"", ""wininet""))
    .Internal(url(description, open, blocking, encoding, method))
}"
50,https://trib.al/in5rAlF,126,https://trib.al/in5rAlF,https://trib.al/in5rAlF
51,https://www.nytimes.com/2018/02/07/world/europe/uk-cheddar-man-skeleton-skin.html,122,https://www.nytimes.com/2018/02/07/world/europe/uk-cheddar-man-skeleton-skin.html,https://www.nytimes.com/2018/02/07/world/europe/uk-cheddar-man-skeleton-skin.html
52,https://twitter.com/Claire_Phipps/status/961118035456249856,116,https://twitter.com/Claire_Phipps/status/961118035456249856,https://twitter.com/Claire_Phipps/status/961118035456249856
53,https://trib.al/xq5zERG,110,https://trib.al/xq5zERG,https://trib.al/xq5zERG
54,anonymised,109,anonymised,anonymised
55,anonymised,104,anonymised,anonymised
56,anonymised,103,anonymised,anonymised
57,anonymised,103,anonymised,anonymised
58,anonymised,102,anonymised,anonymised
59,http://dailym.ai/2taEv7u,101,http://dailym.ai/2taEv7u,http://dailym.ai/2taEv7u
60,https://twitter.com/ajplus/status/961259523427233793,101,https://twitter.com/ajplus/status/961259523427233793,https://twitter.com/ajplus/status/961259523427233793
61,http://www.independent.co.uk/news/science/cheddar-man-first-modern-briton-black-dark-skinned-all-africa-descendants-scientific-research-latest-a8198656.html?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter,100,http://www.independent.co.uk/news/science/cheddar-man-first-modern-briton-black-dark-skinned-all-africa-descendants-scientific-research-latest-a8198656.html?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter,http://www.independent.co.uk/news/science/cheddar-man-first-modern-briton-black-dark-skinned-all-africa-descendants-scientific-research-latest-a8198656.html?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter
62,https://qz.com/1201718/cheddar-man-dna-testing-of-a-10000-year-old-skeleton-upends-a-common-idea-about-race/,98,https://qz.com/1201718/cheddar-man-dna-testing-of-a-10000-year-old-skeleton-upends-a-common-idea-about-race/,https://qz.com/1201718/cheddar-man-dna-testing-of-a-10000-year-old-skeleton-upends-a-common-idea-about-race/
63,http://www.ibtimes.co.uk/who-cheddar-man-10000-year-old-remains-reveal-first-modern-britons-had-dark-skin-blue-eyes-1659451,97,http://www.ibtimes.co.uk/who-cheddar-man-10000-year-old-remains-reveal-first-modern-britons-had-dark-skin-blue-eyes-1659451,http://www.ibtimes.co.uk/who-cheddar-man-10000-year-old-remains-reveal-first-modern-britons-had-dark-skin-blue-eyes-1659451
64,https://www.washingtonpost.com/news/worldviews/wp/2018/02/07/meet-cheddar-man-first-modern-britons-had-dark-skin-and-blue-eyes/,95,https://www.washingtonpost.com/news/worldviews/wp/2018/02/07/meet-cheddar-man-first-modern-britons-had-dark-skin-and-blue-eyes/,https://www.washingtonpost.com/news/worldviews/wp/2018/02/07/meet-cheddar-man-first-modern-britons-had-dark-skin-and-blue-eyes/
65,https://amp.theguardian.com/science/2018/feb/07/first-modern-britons-dark-black-skin-cheddar-man-dna-analysis-reveals,93,https://amp.theguardian.com/science/2018/feb/07/first-modern-britons-dark-black-skin-cheddar-man-dna-analysis-reveals,https://amp.theguardian.com/science/2018/feb/07/first-modern-britons-dark-black-skin-cheddar-man-dna-analysis-reveals
66,http://www.independent.co.uk/voices/cheddar-man-first-briton-black-somerset-white-people-edl-ukip-racism-a8201246.html,92,http://www.independent.co.uk/voices/cheddar-man-first-briton-black-somerset-white-people-edl-ukip-racism-a8201246.html,http://www.independent.co.uk/voices/cheddar-man-first-briton-black-somerset-white-people-edl-ukip-racism-a8201246.html
67,https://nyti.ms/2BIixwh,92,https://nyti.ms/2BIixwh,https://nyti.ms/2BIixwh
68,https://twitter.com/AustinDarbo/status/961192986108448768,91,https://twitter.com/AustinDarbo/status/961192986108448768,https://twitter.com/AustinDarbo/status/961192986108448768
69,https://www.biorxiv.org/content/early/2018/02/18/267443,91,https://www.biorxiv.org/content/early/2018/02/18/267443,https://www.biorxiv.org/content/early/2018/02/18/267443
70,https://twitter.com/Channel4News/status/964556982312226822,90,https://twitter.com/Channel4News/status/964556982312226822,https://twitter.com/Channel4News/status/964556982312226822
71,http://waterfordwhispersnews.com/2018/02/09/cheddar-man-may-have-been-more-evolved-than-britain-first-members-confirm-archaeologists/,90,http://waterfordwhispersnews.com/2018/02/09/cheddar-man-may-have-been-more-evolved-than-britain-first-members-confirm-archaeologists/,http://waterfordwhispersnews.com/2018/02/09/cheddar-man-may-have-been-more-evolved-than-britain-first-members-confirm-archaeologists/
72,https://twitter.com/CBCNews/status/961381711631257604,89,https://twitter.com/CBCNews/status/961381711631257604,https://twitter.com/CBCNews/status/961381711631257604
73,https://www.theguardian.com/commentisfree/2018/feb/12/cheddar-man-brown-briton-national-identity-white-skin?CMP=share_btn_tw,85,https://www.theguardian.com/commentisfree/2018/feb/12/cheddar-man-brown-briton-national-identity-white-skin?CMP=share_btn_tw,https://www.theguardian.com/commentisfree/2018/feb/12/cheddar-man-brown-briton-national-identity-white-skin?CMP=share_btn_tw
74,https://twitter.com/billybragg/status/961217691565613056,85,https://twitter.com/billybragg/status/961217691565613056,https://twitter.com/billybragg/status/961217691565613056
75,http://wef.ch/2H4XzHd,83,http://wef.ch/2H4XzHd,http://wef.ch/2H4XzHd
76,https://twitter.com/DMReporter/status/961258707857395712,80,https://twitter.com/DMReporter/status/961258707857395712,https://twitter.com/DMReporter/status/961258707857395712
77,anonymised,80,anonymised,anonymised
78,https://twitter.com/newscientist/status/966576519953993728,79,https://twitter.com/newscientist/status/966576519953993728,https://twitter.com/newscientist/status/966576519953993728
79,https://thestandard.co/cheddar-man-dna-shows-early-briton-had-dark-skin/,79,https://thestandard.co/cheddar-man-dna-shows-early-briton-had-dark-skin/,https://thestandard.co/cheddar-man-dna-shows-early-briton-had-dark-skin/
80,http://www.thejournal.ie/cheddar-man-irish-dark-skin-3840186-Feb2018/,77,http://www.thejournal.ie/cheddar-man-irish-dark-skin-3840186-Feb2018/,http://www.thejournal.ie/cheddar-man-irish-dark-skin-3840186-Feb2018/
81,anonymised,76,anonymised,anonymised
82,http://dlvr.it/QG7hF9,75,http://dlvr.it/QG7hF9,http://dlvr.it/QG7hF9
83,anonymised,73,anonymised,anonymised
84,https://twitter.com/misszing/status/961173948355547136,73,https://twitter.com/misszing/status/961173948355547136,https://twitter.com/misszing/status/961173948355547136
85,http://www.bbc.co.uk/news/av/uk-42970067/cheddar-man-dna-shows-early-brit-had-dark-skin,73,http://www.bbc.co.uk/news/av/uk-42970067/cheddar-man-dna-shows-early-brit-had-dark-skin,http://www.bbc.co.uk/news/av/uk-42970067/cheddar-man-dna-shows-early-brit-had-dark-skin
86,http://www.telegraph.co.uk/science/2018/02/07/first-britons-black-natural-history-museum-dna-study-reveals/,72,http://www.telegraph.co.uk/science/2018/02/07/first-britons-black-natural-history-museum-dna-study-reveals/,http://www.telegraph.co.uk/science/2018/02/07/first-britons-black-natural-history-museum-dna-study-reveals/
87,https://twitter.com/nytimes/status/961315143845105666,71,https://twitter.com/nytimes/status/961315143845105666,https://twitter.com/nytimes/status/961315143845105666
88,https://twitter.com/guardian/status/961326475201916929,71,https://twitter.com/guardian/status/961326475201916929,https://twitter.com/guardian/status/961326475201916929
89,anonymised,70,anonymised,anonymised
90,anonymised,69,anonymised,anonymised
91,http://www.independent.co.uk/voices/letters/cheddar-man-first-briton-womens-rights-votes-brexit-gig-economy-a8199171.html,68,http://www.independent.co.uk/voices/letters/cheddar-man-first-briton-womens-rights-votes-brexit-gig-economy-a8199171.html,http://www.independent.co.uk/voices/letters/cheddar-man-first-briton-womens-rights-votes-brexit-gig-economy-a8199171.html
92,https://www.mirror.co.uk/news/uk-news/day-life-mesolithic-briton-cheddar-11988499,67,https://www.mirror.co.uk/news/uk-news/day-life-mesolithic-briton-cheddar-11988499,https://www.mirror.co.uk/news/uk-news/day-life-mesolithic-briton-cheddar-11988499
93,https://www.defendevropa.org/2018/uncategorized/cheddar-man-channel-4-attacks-british-identity/,66,https://www.defendevropa.org/2018/uncategorized/cheddar-man-channel-4-attacks-british-identity/,https://www.defendevropa.org/2018/uncategorized/cheddar-man-channel-4-attacks-british-identity/
94,http://news.sky.com/story/cheddar-man-first-modern-briton-had-dark-skin-and-blue-eyes-dna-analysis-shows-11239770,65,http://news.sky.com/story/cheddar-man-first-modern-briton-had-dark-skin-and-blue-eyes-dna-analysis-shows-11239770,http://news.sky.com/story/cheddar-man-first-modern-briton-had-dark-skin-and-blue-eyes-dna-analysis-shows-11239770
95,http://www.ibtimes.co.in/who-cheddar-man-internet-thinks-dark-skinned-first-brit-looks-like-david-dickinson-lord-sugar-760181,64,http://www.ibtimes.co.in/who-cheddar-man-internet-thinks-dark-skinned-first-brit-looks-like-david-dickinson-lord-sugar-760181,http://www.ibtimes.co.in/who-cheddar-man-internet-thinks-dark-skinned-first-brit-looks-like-david-dickinson-lord-sugar-760181
96,https://www.standard.co.uk/news/uk/cheddar-man-first-modern-briton-had-dark-to-black-skin-new-dna-research-reveals-a3759946.html,64,https://www.standard.co.uk/news/uk/cheddar-man-first-modern-briton-had-dark-to-black-skin-new-dna-research-reveals-a3759946.html,https://www.standard.co.uk/news/uk/cheddar-man-first-modern-briton-had-dark-to-black-skin-new-dna-research-reveals-a3759946.html
97,http://histv.co/2nPkSvM,64,http://histv.co/2nPkSvM,http://histv.co/2nPkSvM
98,anonymised,63,anonymised,anonymised
99,https://trib.al/B4hltxH,62,https://trib.al/B4hltxH,https://trib.al/B4hltxH
100,anonymised,62,anonymised,anonymised
101,http://www.bbc.com/news/av/uk-42970067/cheddar-man-dna-shows-early-brit-had-dark-skin,62,http://www.bbc.com/news/av/uk-42970067/cheddar-man-dna-shows-early-brit-had-dark-skin,http://www.bbc.com/news/av/uk-42970067/cheddar-man-dna-shows-early-brit-had-dark-skin
102,https://www.salon.com/2018/02/12/cheddar-man-is-black-another-racial-panic-for-white-supremacists/#.WoGd1BTSFJM.twitter,61,https://www.salon.com/2018/02/12/cheddar-man-is-black-another-racial-panic-for-white-supremacists/#.WoGd1BTSFJM.twitter,https://www.salon.com/2018/02/12/cheddar-man-is-black-another-racial-panic-for-white-supremacists/#.WoGd1BTSFJM.twitter
103,https://youtu.be/XLqcl6JEWNg,61,https://youtu.be/XLqcl6JEWNg,https://youtu.be/XLqcl6JEWNg
104,http://www.lemonde.fr/sciences/article/2018/02/07/l-etonnant-portrait-de-cheddar-man-l-un-des-ancetres-des-britanniques_5253175_1650684.html,61,http://www.lemonde.fr/sciences/article/2018/02/07/l-etonnant-portrait-de-cheddar-man-l-un-des-ancetres-des-britanniques_5253175_1650684.html,http://www.lemonde.fr/sciences/article/2018/02/07/l-etonnant-portrait-de-cheddar-man-l-un-des-ancetres-des-britanniques_5253175_1650684.html
105,http://bbc.in/2nJEjXB,61,http://bbc.in/2nJEjXB,http://bbc.in/2nJEjXB
