,_id,count,display_url,"function (description, open = """", blocking = TRUE, encoding = getOption(""encoding""), method = getOption(""url.method"", ""default"")) 
{
    method <- match.arg(method, c(""default"", ""internal"", ""libcurl"", ""wininet""))
    .Internal(url(description, open, blocking, encoding, method))
}"
34,https://amp.theguardian.com/science/2018/feb/07/first-modern-britons-dark-black-skin-cheddar-man-dna-analysis-reveals?CMP=Share_AndroidApp_Tweet&__twitter_impression=true,192,https://amp.theguardian.com/science/2018/feb/07/first-modern-britons-dark-black-skin-cheddar-man-dna-analysis-reveals?CMP=Share_AndroidApp_Tweet&__twitter_impression=true,https://amp.theguardian.com/science/2018/feb/07/first-modern-britons-dark-black-skin-cheddar-man-dna-analysis-reveals?CMP=Share_AndroidApp_Tweet&__twitter_impression=true
35,anonymised,191,anonymised,anonymised
36,https://twitter.com/bbcnews/status/961156442672848896,189,https://twitter.com/bbcnews/status/961156442672848896,https://twitter.com/bbcnews/status/961156442672848896
37,http://bbc.in/2E7ylpJ,181,http://bbc.in/2E7ylpJ,http://bbc.in/2E7ylpJ
38,http://newobserveronline.com/black-skinned-cheddar-man-claims-untrue-admits-new-scientist-magazine/,177,http://newobserveronline.com/black-skinned-cheddar-man-claims-untrue-admits-new-scientist-magazine/,http://newobserveronline.com/black-skinned-cheddar-man-claims-untrue-admits-new-scientist-magazine/
39,https://twitter.com/krishgm/status/961344364554473473,177,https://twitter.com/krishgm/status/961344364554473473,https://twitter.com/krishgm/status/961344364554473473
40,https://www.newsweekjapan.jp/stories/world/2018/02/post-9491_1.php,156,https://www.newsweekjapan.jp/stories/world/2018/02/post-9491_1.php,https://www.newsweekjapan.jp/stories/world/2018/02/post-9491_1.php
41,https://www.defendevropa.org/2018/heritage-identity/6165/,154,https://www.defendevropa.org/2018/heritage-identity/6165/,https://www.defendevropa.org/2018/heritage-identity/6165/
42,http://wapo.st/2nPB9kp,154,http://wapo.st/2nPB9kp,http://wapo.st/2nPB9kp
43,anonymised,152,anonymised,anonymised
44,http://www.dailymail.co.uk/sciencetech/article-5453665/Was-Cheddar-man-white-all.html,149,http://www.dailymail.co.uk/sciencetech/article-5453665/Was-Cheddar-man-white-all.html,http://www.dailymail.co.uk/sciencetech/article-5453665/Was-Cheddar-man-white-all.html
45,anonymised,148,anonymised,anonymised
46,https://trib.al/9BjhLMq,146,https://trib.al/9BjhLMq,https://trib.al/9BjhLMq
47,https://culturebox.francetvinfo.fr/patrimoine/histoire/cheddar-man-le-premier-homme-britannique-age-de-10000-ans-est-noir-de-peau-269025,142,https://culturebox.francetvinfo.fr/patrimoine/histoire/cheddar-man-le-premier-homme-britannique-age-de-10000-ans-est-noir-de-peau-269025,https://culturebox.francetvinfo.fr/patrimoine/histoire/cheddar-man-le-premier-homme-britannique-age-de-10000-ans-est-noir-de-peau-269025
48,anonymised,141,anonymised,anonymised
49,http://bit.ly/2EL6Vuo,131,http://bit.ly/2EL6Vuo,http://bit.ly/2EL6Vuo
